"funnel_step","funnel_name","platform","age_range","download_date","pickup_time","user_count","ride_count"
"1","downloaded_app","ios","45-54","2021-02-17","","6","0"
"1","downloaded_app","ios","45-54","2021-02-16","","4","0"
"1","downloaded_app","ios","18-24","2021-04-23","","1","0"
"1","downloaded_app","android","25-34","2021-05-03","2021-05-05 10:00:00","3","0"
"1","downloaded_app","ios","18-24","2021-04-24","","3","0"
"1","downloaded_app","ios","45-54","2021-02-15","2021-02-16 18:00:00","3","0"
"1","downloaded_app","ios","18-24","2021-04-26","2021-08-23 17:00:00","4","0"
"1","downloaded_app","ios","45-54","2021-02-14","2021-12-15 09:00:00","5","0"
"1","downloaded_app","ios","45-54","2021-02-13","2021-09-25 17:00:00","3","0"
"1","downloaded_app","ios","18-24","2021-04-27","","1","0"
"1","downloaded_app","web","Unknown","2021-06-23","","4","0"
"1","downloaded_app","ios","18-24","2021-04-28","2021-04-29 09:00:00","3","0"
"1","downloaded_app","ios","45-54","2021-02-12","","2","0"
"1","downloaded_app","ios","45-54","2021-02-11","2021-08-23 18:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-04-29","","1","0"
"1","downloaded_app","web","Unknown","2021-06-22","","1","0"
"1","downloaded_app","ios","18-24","2021-04-30","2021-05-02 08:00:00","6","0"
"1","downloaded_app","ios","45-54","2021-02-10","","3","0"
"1","downloaded_app","ios","45-54","2021-02-09","2021-02-26 19:00:00","4","0"
"1","downloaded_app","ios","18-24","2021-05-02","2021-09-29 10:00:00","1","0"
"1","downloaded_app","android","25-34","2021-05-04","2021-09-14 17:00:00","2","0"
"1","downloaded_app","ios","45-54","2021-02-08","","1","0"
"1","downloaded_app","ios","45-54","2021-02-07","2021-09-03 22:00:00","5","0"
"1","downloaded_app","ios","18-24","2021-05-03","2021-11-14 08:00:00","5","0"
"1","downloaded_app","ios","45-54","2021-02-06","2021-03-30 18:00:00","2","0"
"1","downloaded_app","ios","45-54","2021-02-05","2021-03-05 18:00:00","4","0"
"1","downloaded_app","ios","18-24","2021-05-04","2021-09-17 10:00:00","2","0"
"1","downloaded_app","ios","45-54","2021-02-04","2021-10-08 18:00:00","3","0"
"1","downloaded_app","ios","45-54","2021-02-03","2021-05-09 09:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-05-05","2021-05-06 17:00:00","2","0"
"1","downloaded_app","web","Unknown","2021-06-20","2021-06-21 09:00:00","2","0"
"1","downloaded_app","ios","45-54","2021-02-02","","2","0"
"1","downloaded_app","ios","45-54","2021-02-01","","3","0"
"1","downloaded_app","ios","18-24","2021-05-06","","4","0"
"1","downloaded_app","ios","18-24","2021-05-07","","4","0"
"1","downloaded_app","web","Unknown","2021-06-19","","1","0"
"1","downloaded_app","ios","45-54","2021-01-31","2021-02-01 10:00:00","4","0"
"1","downloaded_app","ios","18-24","2021-05-08","2021-05-09 09:00:00","3","0"
"1","downloaded_app","ios","45-54","2021-01-30","","1","0"
"1","downloaded_app","ios","45-54","2021-01-29","2021-06-01 17:00:00","5","0"
"1","downloaded_app","ios","18-24","2021-05-10","2021-08-24 19:00:00","5","0"
"1","downloaded_app","android","25-34","2021-05-05","2021-05-07 08:00:00","2","0"
"1","downloaded_app","ios","45-54","2021-01-28","","2","0"
"1","downloaded_app","ios","18-24","2021-05-11","","2","0"
"1","downloaded_app","ios","45-54","2021-01-27","","4","0"
"1","downloaded_app","ios","18-24","2021-05-12","2021-05-15 08:00:00","5","0"
"1","downloaded_app","web","","2021-09-23","","1","0"
"1","downloaded_app","ios","45-54","2021-01-26","","3","0"
"1","downloaded_app","ios","45-54","2021-01-25","2021-07-07 18:00:00","2","0"
"1","downloaded_app","ios","18-24","2021-05-13","2021-05-21 16:00:00","4","0"
"1","downloaded_app","web","Unknown","2021-06-18","","2","0"
"1","downloaded_app","ios","45-54","2021-01-24","2021-01-26 14:00:00","3","0"
"1","downloaded_app","ios","45-54","2021-01-23","2022-01-03 10:00:00","3","0"
"1","downloaded_app","ios","18-24","2021-05-15","","2","0"
"1","downloaded_app","ios","18-24","2021-05-16","2021-06-04 18:00:00","3","0"
"1","downloaded_app","web","Unknown","2021-06-17","2021-06-19 18:00:00","2","0"
"1","downloaded_app","ios","45-54","2021-01-22","","2","0"
"1","downloaded_app","ios","45-54","2021-01-21","2021-08-10 09:00:00","3","0"
"1","downloaded_app","ios","18-24","2021-05-18","","7","0"
"1","downloaded_app","android","25-34","2021-05-06","2021-05-07 17:00:00","5","0"
"1","downloaded_app","ios","45-54","2021-01-20","2021-05-06 04:00:00","5","0"
"1","downloaded_app","ios","18-24","2021-05-19","2021-05-21 08:00:00","5","0"
"1","downloaded_app","ios","45-54","2021-01-19","2021-01-22 03:00:00","4","0"
"1","downloaded_app","ios","45-54","2021-01-18","2021-06-12 10:00:00","2","0"
"1","downloaded_app","ios","18-24","2021-05-20","","1","0"
"1","downloaded_app","ios","18-24","2021-05-21","2021-05-22 18:00:00","4","0"
"1","downloaded_app","ios","45-54","2021-01-17","2021-04-04 16:00:00","5","0"
"1","downloaded_app","ios","45-54","2021-01-16","2021-11-12 19:00:00","3","0"
"1","downloaded_app","ios","18-24","2021-05-22","2021-05-24 16:00:00","5","0"
"1","downloaded_app","web","Unknown","2021-06-16","","2","0"
"1","downloaded_app","ios","45-54","2021-01-15","2021-06-01 19:00:00","2","0"
"1","downloaded_app","ios","45-54","2021-01-14","2021-04-12 19:00:00","3","0"
"1","downloaded_app","ios","18-24","2021-05-23","2021-11-24 16:00:00","1","0"
"1","downloaded_app","ios","45-54","2021-01-13","","1","0"
"1","downloaded_app","ios","45-54","2021-01-12","","1","0"
"1","downloaded_app","ios","18-24","2021-05-24","","3","0"
"1","downloaded_app","web","Unknown","2021-06-15","","1","0"
"1","downloaded_app","ios","18-24","2021-05-25","2021-05-27 08:00:00","3","0"
"1","downloaded_app","android","25-34","2021-05-07","2021-05-09 16:00:00","4","0"
"1","downloaded_app","ios","45-54","2021-01-11","2021-04-18 10:00:00","1","0"
"1","downloaded_app","ios","45-54","2021-01-10","","4","0"
"1","downloaded_app","ios","18-24","2021-05-26","2021-05-29 19:00:00","6","0"
"1","downloaded_app","ios","45-54","2021-01-09","2021-05-20 12:00:00","1","0"
"1","downloaded_app","ios","45-54","2021-01-08","2021-04-12 09:00:00","2","0"
"1","downloaded_app","ios","18-24","2021-05-27","2021-05-30 20:00:00","5","0"
"1","downloaded_app","web","","2021-09-22","","2","0"
"1","downloaded_app","ios","45-54","2021-01-07","","1","0"
"1","downloaded_app","ios","45-54","2021-01-06","2021-07-05 09:00:00","4","0"
"1","downloaded_app","ios","18-24","2021-05-28","2021-07-02 12:00:00","3","0"
"1","downloaded_app","ios","45-54","2021-01-05","2021-02-01 08:00:00","5","0"
"1","downloaded_app","ios","45-54","2021-01-04","","4","0"
"1","downloaded_app","ios","18-24","2021-05-29","2021-05-30 14:00:00","4","0"
"1","downloaded_app","web","Unknown","2021-06-14","2021-08-11 16:00:00","4","0"
"1","downloaded_app","ios","45-54","2021-01-03","2021-11-11 10:00:00","2","0"
"1","downloaded_app","ios","18-24","2021-05-30","2021-12-31 08:00:00","2","0"
"1","downloaded_app","ios","45-54","2021-01-02","2021-02-27 16:00:00","5","0"
"1","downloaded_app","ios","45-54","2021-01-01","2021-09-12 09:00:00","2","0"
"1","downloaded_app","ios","18-24","2021-05-31","","4","0"
"1","downloaded_app","web","Unknown","2021-06-13","2021-06-16 15:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-12-31","2022-01-02 09:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-06-01","2021-12-17 17:00:00","2","0"
"1","downloaded_app","android","25-34","2021-05-08","2021-05-10 17:00:00","4","0"
"1","downloaded_app","ios","35-44","2021-12-30","2021-12-31 09:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-12-29","2021-12-30 08:00:00","12","0"
"1","downloaded_app","ios","18-24","2021-06-02","2021-07-10 08:00:00","6","0"
"1","downloaded_app","ios","35-44","2021-12-28","2021-12-30 19:00:00","8","0"
"1","downloaded_app","ios","35-44","2021-12-27","2021-12-29 18:00:00","10","0"
"1","downloaded_app","ios","18-24","2021-06-03","","2","0"
"1","downloaded_app","ios","18-24","2021-06-04","2021-09-27 22:00:00","3","0"
"1","downloaded_app","ios","35-44","2021-12-26","2021-12-27 11:00:00","8","0"
"1","downloaded_app","ios","18-24","2021-06-05","","1","0"
"1","downloaded_app","web","Unknown","2021-06-12","2021-06-13 19:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-12-25","2021-12-27 08:00:00","10","0"
"1","downloaded_app","ios","18-24","2021-06-06","","2","0"
"1","downloaded_app","ios","18-24","2021-06-07","2021-11-15 18:00:00","3","0"
"1","downloaded_app","web","Unknown","2021-06-11","2021-06-12 17:00:00","1","0"
"1","downloaded_app","ios","35-44","2021-12-24","2021-12-26 08:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-12-23","2021-12-24 09:00:00","7","0"
"1","downloaded_app","ios","18-24","2021-06-08","2021-06-11 16:00:00","5","0"
"1","downloaded_app","android","25-34","2021-05-09","","1","0"
"1","downloaded_app","ios","35-44","2021-12-22","2021-12-24 08:00:00","11","0"
"1","downloaded_app","ios","35-44","2021-12-21","2021-12-22 08:00:00","13","0"
"1","downloaded_app","ios","18-24","2021-06-09","2021-06-11 15:00:00","5","0"
"1","downloaded_app","ios","35-44","2021-12-20","","5","0"
"1","downloaded_app","ios","35-44","2021-12-19","","8","0"
"1","downloaded_app","ios","18-24","2021-06-10","2021-08-07 11:00:00","2","0"
"1","downloaded_app","android","18-24","2021-04-14","2021-08-08 14:00:00","1","0"
"1","downloaded_app","ios","35-44","2021-12-18","2021-12-21 08:00:00","5","0"
"1","downloaded_app","ios","18-24","2021-06-11","2021-09-02 17:00:00","2","0"
"1","downloaded_app","android","25-34","2021-05-10","","2","0"
"1","downloaded_app","ios","35-44","2021-12-17","2021-12-19 08:00:00","11","0"
"1","downloaded_app","ios","35-44","2021-12-16","2021-12-17 08:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-06-12","2021-06-14 16:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-12-15","2021-12-16 09:00:00","8","0"
"1","downloaded_app","ios","35-44","2021-12-14","2021-12-16 10:00:00","12","0"
"1","downloaded_app","ios","18-24","2021-06-13","2021-07-09 09:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-12-13","2021-12-15 08:00:00","7","0"
"1","downloaded_app","ios","35-44","2021-12-12","2021-12-14 19:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-06-14","2021-06-16 11:00:00","3","0"
"1","downloaded_app","ios","35-44","2021-12-11","2021-12-12 16:00:00","13","0"
"1","downloaded_app","ios","35-44","2021-12-10","2021-12-12 17:00:00","5","0"
"1","downloaded_app","ios","18-24","2021-06-15","","4","0"
"1","downloaded_app","android","25-34","2021-05-11","2021-11-23 19:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-12-09","2021-12-11 18:00:00","4","0"
"1","downloaded_app","ios","18-24","2021-06-16","","3","0"
"1","downloaded_app","ios","18-24","2021-06-17","2021-07-03 19:00:00","6","0"
"1","downloaded_app","web","","2021-12-09","","1","0"
"1","downloaded_app","ios","35-44","2021-12-08","2021-12-10 09:00:00","5","0"
"1","downloaded_app","ios","35-44","2021-12-07","2021-12-09 11:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-06-18","2021-07-12 06:00:00","2","0"
"1","downloaded_app","web","Unknown","2021-06-10","2021-09-15 08:00:00","1","0"
"1","downloaded_app","ios","35-44","2021-12-06","2021-12-08 08:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-12-05","2021-12-07 18:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-06-19","2021-06-21 18:00:00","4","0"
"1","downloaded_app","ios","35-44","2021-12-04","2021-12-05 16:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-12-03","2021-12-04 16:00:00","11","0"
"1","downloaded_app","ios","18-24","2021-06-20","","3","0"
"1","downloaded_app","web","Unknown","2021-06-09","","1","0"
"1","downloaded_app","ios","18-24","2021-06-21","2021-06-23 17:00:00","1","0"
"1","downloaded_app","ios","35-44","2021-12-02","2021-12-03 08:00:00","13","0"
"1","downloaded_app","ios","35-44","2021-12-01","2021-12-02 09:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-06-22","2021-12-24 09:00:00","4","0"
"1","downloaded_app","android","25-34","2021-05-12","","2","0"
"1","downloaded_app","ios","35-44","2021-11-30","2021-12-01 17:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-11-29","2021-12-01 16:00:00","7","0"
"1","downloaded_app","ios","18-24","2021-06-23","2021-06-25 12:00:00","7","0"
"1","downloaded_app","ios","35-44","2021-11-28","2021-11-30 16:00:00","13","0"
"1","downloaded_app","ios","35-44","2021-11-27","2021-11-28 08:00:00","10","0"
"1","downloaded_app","ios","18-24","2021-06-25","2021-06-27 16:00:00","5","0"
"1","downloaded_app","web","","2021-09-21","","3","0"
"1","downloaded_app","ios","35-44","2021-11-26","2021-11-28 08:00:00","12","0"
"1","downloaded_app","ios","35-44","2021-11-25","2021-11-26 19:00:00","16","0"
"1","downloaded_app","ios","18-24","2021-06-26","","3","0"
"1","downloaded_app","web","Unknown","2021-06-06","2021-06-08 08:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-11-24","2021-11-25 10:00:00","8","0"
"1","downloaded_app","ios","18-24","2021-06-27","2021-09-18 17:00:00","2","0"
"1","downloaded_app","android","25-34","2021-05-13","2021-05-14 08:00:00","5","0"
"1","downloaded_app","ios","35-44","2021-11-23","2021-11-24 08:00:00","8","0"
"1","downloaded_app","ios","35-44","2021-11-22","2021-11-23 08:00:00","10","0"
"1","downloaded_app","ios","18-24","2021-06-28","2021-06-30 08:00:00","4","0"
"1","downloaded_app","ios","35-44","2021-11-21","2021-11-22 17:00:00","6","0"
"1","downloaded_app","ios","35-44","2021-11-20","2021-11-22 10:00:00","10","0"
"1","downloaded_app","ios","18-24","2021-06-29","","4","0"
"1","downloaded_app","ios","18-24","2021-06-30","2021-07-02 10:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-11-19","2021-11-20 08:00:00","4","0"
"1","downloaded_app","ios","35-44","2021-11-18","2021-11-19 16:00:00","5","0"
"1","downloaded_app","ios","18-24","2021-07-01","2021-07-03 10:00:00","3","0"
"1","downloaded_app","web","Unknown","2021-06-05","2021-06-12 09:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-11-17","2021-11-18 09:00:00","10","0"
"1","downloaded_app","ios","35-44","2021-11-16","2021-11-17 17:00:00","13","0"
"1","downloaded_app","ios","18-24","2021-07-02","2021-07-03 08:00:00","8","0"
"1","downloaded_app","ios","35-44","2021-11-15","2021-11-16 14:00:00","12","0"
"1","downloaded_app","ios","35-44","2021-11-14","2021-11-15 19:00:00","8","0"
"1","downloaded_app","ios","18-24","2021-07-03","2021-07-04 17:00:00","3","0"
"1","downloaded_app","web","Unknown","2021-06-04","2021-08-13 16:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-11-13","2021-11-15 08:00:00","8","0"
"1","downloaded_app","ios","35-44","2021-11-12","","5","0"
"1","downloaded_app","ios","18-24","2021-07-04","","1","0"
"1","downloaded_app","android","25-34","2021-05-14","2021-05-26 17:00:00","6","0"
"1","downloaded_app","ios","35-44","2021-11-11","2021-11-14 08:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-07-05","2021-07-26 17:00:00","6","0"
"1","downloaded_app","ios","35-44","2021-11-10","2021-11-11 20:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-11-09","2021-11-10 23:00:00","10","0"
"1","downloaded_app","ios","18-24","2021-07-07","","3","0"
"1","downloaded_app","web","","2021-09-20","","1","0"
"1","downloaded_app","ios","18-24","2021-07-08","2021-07-10 18:00:00","6","0"
"1","downloaded_app","ios","35-44","2021-11-08","2021-11-09 17:00:00","6","0"
"1","downloaded_app","ios","35-44","2021-11-07","2021-11-08 09:00:00","12","0"
"1","downloaded_app","ios","18-24","2021-07-09","","4","0"
"1","downloaded_app","web","Unknown","2021-06-02","2021-06-04 07:00:00","5","0"
"1","downloaded_app","ios","18-24","2021-07-10","2021-10-27 09:00:00","3","0"
"1","downloaded_app","ios","35-44","2021-11-06","2021-11-07 08:00:00","5","0"
"1","downloaded_app","ios","35-44","2021-11-05","","6","0"
"1","downloaded_app","ios","18-24","2021-07-11","2021-09-25 12:00:00","3","0"
"1","downloaded_app","web","Unknown","2021-06-01","2021-06-03 18:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-11-04","2021-11-05 08:00:00","10","0"
"1","downloaded_app","ios","35-44","2021-11-03","2021-11-04 08:00:00","7","0"
"1","downloaded_app","ios","18-24","2021-07-12","2021-10-20 09:00:00","1","0"
"1","downloaded_app","android","25-34","2021-05-15","2021-09-19 02:00:00","4","0"
"1","downloaded_app","ios","35-44","2021-11-02","2021-11-04 16:00:00","5","0"
"1","downloaded_app","ios","18-24","2021-07-13","2021-07-15 16:00:00","3","0"
"1","downloaded_app","ios","35-44","2021-11-01","2021-11-03 19:00:00","14","0"
"1","downloaded_app","ios","35-44","2021-10-31","2021-11-01 18:00:00","11","0"
"1","downloaded_app","ios","18-24","2021-07-14","2021-07-15 12:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-10-30","2021-11-02 09:00:00","8","0"
"1","downloaded_app","ios","35-44","2021-10-29","2021-10-30 08:00:00","11","0"
"1","downloaded_app","ios","18-24","2021-07-16","","2","0"
"1","downloaded_app","ios","35-44","2021-10-28","2021-10-29 09:00:00","13","0"
"1","downloaded_app","ios","18-24","2021-07-17","2021-07-18 11:00:00","6","0"
"1","downloaded_app","web","Unknown","2021-05-31","2021-06-21 17:00:00","3","0"
"1","downloaded_app","ios","35-44","2021-10-27","2021-12-08 08:00:00","8","0"
"1","downloaded_app","ios","35-44","2021-10-26","2021-10-28 18:00:00","4","0"
"1","downloaded_app","ios","18-24","2021-07-18","2021-10-13 16:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-10-25","2021-10-27 17:00:00","11","0"
"1","downloaded_app","ios","35-44","2021-10-24","2021-10-26 09:00:00","7","0"
"1","downloaded_app","ios","18-24","2021-07-19","","3","0"
"1","downloaded_app","web","Unknown","2021-05-29","","1","0"
"1","downloaded_app","ios","18-24","2021-07-20","","3","0"
"1","downloaded_app","android","25-34","2021-05-16","","1","0"
"1","downloaded_app","ios","35-44","2021-10-23","2021-10-24 17:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-07-21","","1","0"
"1","downloaded_app","ios","18-24","2021-07-22","2021-12-13 19:00:00","3","0"
"1","downloaded_app","android","18-24","2021-04-15","","3","0"
"1","downloaded_app","ios","35-44","2021-10-22","2021-10-24 14:00:00","4","0"
"1","downloaded_app","ios","35-44","2021-10-21","2021-10-24 19:00:00","4","0"
"1","downloaded_app","ios","18-24","2021-07-23","2021-07-25 16:00:00","5","0"
"1","downloaded_app","android","25-34","2021-05-17","2021-06-28 17:00:00","3","0"
"1","downloaded_app","ios","35-44","2021-10-20","2021-10-21 17:00:00","4","0"
"1","downloaded_app","ios","35-44","2021-10-19","2021-10-20 09:00:00","8","0"
"1","downloaded_app","ios","18-24","2021-07-24","2021-07-26 08:00:00","1","0"
"1","downloaded_app","ios","35-44","2021-10-18","2021-10-19 08:00:00","7","0"
"1","downloaded_app","ios","35-44","2021-10-17","2021-10-20 09:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-07-25","","2","0"
"1","downloaded_app","ios","35-44","2021-10-16","2021-10-18 17:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-07-26","2021-09-26 10:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-10-15","2021-10-16 10:00:00","6","0"
"1","downloaded_app","ios","35-44","2021-10-14","2021-10-16 06:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-07-27","","1","0"
"1","downloaded_app","web","Unknown","2021-05-27","2021-05-29 16:00:00","1","0"
"1","downloaded_app","ios","18-24","2021-07-28","","2","0"
"1","downloaded_app","ios","35-44","2021-10-13","2021-10-14 17:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-07-29","2021-07-31 21:00:00","2","0"
"1","downloaded_app","web","Unknown","2021-05-26","","1","0"
"1","downloaded_app","ios","35-44","2021-10-12","2021-10-13 09:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-10-11","2021-10-12 17:00:00","10","0"
"1","downloaded_app","ios","18-24","2021-07-30","2021-08-01 11:00:00","2","0"
"1","downloaded_app","android","25-34","2021-05-18","","4","0"
"1","downloaded_app","ios","35-44","2021-10-10","2021-10-11 03:00:00","12","0"
"1","downloaded_app","ios","35-44","2021-10-09","2021-10-10 09:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-07-31","2021-12-07 17:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-10-08","2021-10-10 09:00:00","6","0"
"1","downloaded_app","ios","35-44","2021-10-07","2021-10-09 10:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-08-01","2021-11-06 18:00:00","3","0"
"1","downloaded_app","android","18-24","2021-01-17","","1","0"
"1","downloaded_app","ios","35-44","2021-10-06","2021-11-07 05:00:00","7","0"
"1","downloaded_app","ios","18-24","2021-08-02","","2","0"
"1","downloaded_app","ios","35-44","2021-10-05","2021-10-07 18:00:00","8","0"
"1","downloaded_app","ios","18-24","2021-08-03","2021-08-05 19:00:00","7","0"
"1","downloaded_app","android","25-34","2021-05-19","","5","0"
"1","downloaded_app","ios","35-44","2021-10-04","2021-10-06 09:00:00","8","0"
"1","downloaded_app","ios","35-44","2021-10-03","2021-10-04 16:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-08-04","2021-08-10 08:00:00","5","0"
"1","downloaded_app","ios","35-44","2021-10-02","2021-10-03 17:00:00","5","0"
"1","downloaded_app","ios","35-44","2021-10-01","2021-10-03 16:00:00","7","0"
"1","downloaded_app","ios","18-24","2021-08-05","","2","0"
"1","downloaded_app","web","","2021-09-19","","3","0"
"1","downloaded_app","ios","18-24","2021-08-06","2021-08-08 18:00:00","3","0"
"1","downloaded_app","web","Unknown","2021-05-25","","1","0"
"1","downloaded_app","ios","35-44","2021-09-30","","4","0"
"1","downloaded_app","ios","35-44","2021-09-29","2021-09-30 16:00:00","13","0"
"1","downloaded_app","ios","18-24","2021-08-07","2021-08-09 16:00:00","5","0"
"1","downloaded_app","android","25-34","2021-05-20","2021-10-29 13:00:00","4","0"
"1","downloaded_app","ios","35-44","2021-09-28","2021-09-29 18:00:00","11","0"
"1","downloaded_app","ios","35-44","2021-09-27","2021-09-28 17:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-08-08","2021-08-10 09:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-09-26","2021-09-28 19:00:00","11","0"
"1","downloaded_app","ios","35-44","2021-09-25","2021-09-27 18:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-08-09","2021-10-08 18:00:00","4","0"
"1","downloaded_app","android","18-24","2021-04-16","2021-06-06 09:00:00","5","0"
"1","downloaded_app","ios","35-44","2021-09-24","2021-09-25 14:00:00","11","0"
"1","downloaded_app","ios","35-44","2021-09-23","2021-09-25 15:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-08-10","","3","0"
"1","downloaded_app","ios","18-24","2021-08-11","2021-08-14 22:00:00","4","0"
"1","downloaded_app","web","Unknown","2021-05-24","2021-09-18 17:00:00","1","0"
"1","downloaded_app","ios","35-44","2021-09-22","","8","0"
"1","downloaded_app","ios","35-44","2021-09-21","2021-09-22 16:00:00","11","0"
"1","downloaded_app","ios","18-24","2021-08-12","2021-08-15 17:00:00","3","0"
"1","downloaded_app","ios","35-44","2021-09-20","2021-09-22 17:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-09-19","2021-09-20 09:00:00","7","0"
"1","downloaded_app","ios","18-24","2021-08-13","2021-08-16 18:00:00","4","0"
"1","downloaded_app","web","Unknown","2021-05-23","2021-05-25 18:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-09-18","2021-09-19 18:00:00","6","0"
"1","downloaded_app","ios","35-44","2021-09-17","","2","0"
"1","downloaded_app","ios","18-24","2021-08-14","","2","0"
"1","downloaded_app","android","25-34","2021-05-21","","1","0"
"1","downloaded_app","ios","18-24","2021-08-15","2021-08-17 17:00:00","2","0"
"1","downloaded_app","ios","35-44","2021-09-16","2021-09-17 15:00:00","12","0"
"1","downloaded_app","ios","35-44","2021-09-15","2021-09-16 08:00:00","12","0"
"1","downloaded_app","ios","18-24","2021-08-16","","3","0"
"1","downloaded_app","ios","35-44","2021-09-14","","7","0"
"1","downloaded_app","ios","18-24","2021-08-17","2021-08-19 19:00:00","4","0"
"1","downloaded_app","ios","35-44","2021-09-13","2021-09-14 14:00:00","7","0"
"1","downloaded_app","ios","35-44","2021-09-12","2021-10-06 19:00:00","9","0"
"1","downloaded_app","ios","18-24","2021-08-18","","1","0"
"1","downloaded_app","android","25-34","2021-05-22","2021-09-17 17:00:00","4","0"
"1","downloaded_app","ios","18-24","2021-08-19","2021-10-26 19:00:00","3","0"
"1","downloaded_app","ios","35-44","2021-09-11","2021-09-12 08:00:00","10","0"
"1","downloaded_app","ios","35-44","2021-09-10","2021-09-11 15:00:00","6","0"
"1","downloaded_app","ios","18-24","2021-08-20","2021-10-28 17:00:00","3","0"
"1","downloaded_app","ios","35-44","2021-09-09","2021-09-10 17:00:00","9","0"
"1","downloaded_app","ios","35-44","2021-09-08","2021-09-10 08:00:00","10","0"
"1","downloaded_app","ios","18-24","2021-08-21","2021-08-23 17:00:00","3","0"
"1","downloaded_app","web","Unknown","2021-05-22","2021-05-24 08:00:00","1","0"
